이름,선거구명1,선거구명2,종류,회,기호,남여,정당,연령,직업,여당평가,당선여부,득표율,지역구분
안병용,경기,의정부시,구시군의장선거,5,2,남,rev,54,,47.25,True,4.595119850134589,3
이기운,대구,수성구,구시군의장선거,5,3,남,rem,60,,47.25,False,-1.3948162875061259,1
권순철,강원,평창군,구시군의장선거,5,1,남,con,60,정당인,47.25,False,,1
권효기,대구,북구,구시군의장선거,5,3,남,rem,68,,47.25,False,-1.1370221561131806,1
나상길,전남,무안군,구시군의장선거,5,3,남,rem,65,,47.25,False,-2.7293004695016085,2
강범석,인천,서구,구시군의장선거,5,1,남,con,44,정당인,47.25,False,,3
박병남,충남,금산군,구시군의장선거,5,2,남,rev,43,정당인,47.25,False,,1
신동환,충북,충주시,구시군의장선거,5,3,남,rem,48,,47.25,False,-2.7572977143465907,1
강태봉,충남,아산시,구시군의장선거,5,3,남,con,64,정당인,47.25,False,3.351958841124993,1
박낙영,경기,포천시,구시군의장선거,5,2,남,rev,54,,47.25,False,-0.2226835510355101,1
안갑준,경남,함안군,구시군의장선거,5,3,남,rem,55,,47.25,False,-1.5161861764503943,1
김수백,충북,보은군,구시군의장선거,5,1,남,con,61,정당인,47.25,False,,1
김부기,대구,달서구,구시군의장선거,5,3,남,rem,54,,47.25,False,-1.0716866872698998,1
김학동,경북,예천군,구시군의장선거,5,3,남,rem,47,,47.25,False,0.8530213963135267,1
박환용,대전,서구,구시군의장선거,5,3,남,con,60,정당인,47.25,True,4.595119850134589,2
장현수,경기,안성시,구시군의장선거,5,3,남,rem,64,,47.25,False,-0.7965778146281218,1
허준호,전북,정읍시,구시군의장선거,5,3,남,rem,52,,47.25,False,-3.3351658687240167,2
서기동,전남,구례군,구시군의장선거,5,2,남,rev,60,정당인,47.25,True,,2
배상도,경북,칠곡군,구시군의장선거,5,3,남,rem,71,,47.25,False,4.595119850134589,1
최병권,울산,울주군,구시군의장선거,5,3,남,rem,59,,47.25,False,-1.1363370088439313,1
김진석,울산,남구,구시군의장선거,5,3,남,rev,46,정당인,47.25,False,3.630421538344805,1
김한주,경남,거제시,구시군의장선거,5,3,남,rev,42,,47.25,False,0.0015172207431800404,1
김무만,경남,합천군,구시군의장선거,5,3,남,rem,54,,47.25,False,-2.081078597271978,1
김기호,충남,보령시,구시군의장선거,5,2,남,rev,48,,47.25,False,-0.02497728308619744,1
윤승호,전북,남원시,구시군의장선거,5,2,남,rev,56,,47.25,True,,2
송도근,경남,사천시,구시군의장선거,5,3,남,rem,62,,47.25,False,2.0176883737484643,1
이현준,경북,예천군,구시군의장선거,5,1,남,con,55,,47.25,True,,1
서재관,충북,제천시,구시군의장선거,5,2,남,rev,64,정당인,47.25,False,2.7322859632117953,1
조용수,울산,중구,구시군의장선거,5,3,남,rem,57,,47.25,True,4.595119850134589,1
노경환,전북,익산시,구시군의장선거,5,3,남,rem,63,,47.25,False,-2.1411730109695317,2
송재원,전남,고흥군,구시군의장선거,5,3,남,rem,63,,47.25,False,-3.169834796826624,2
유병훈,경기,하남시,구시군의장선거,5,3,남,rem,55,,47.25,False,-1.3495649469855433,1
이은권,대전,중구,구시군의장선거,5,1,남,con,51,,47.25,False,,3
곽상욱,경기,오산시,구시군의장선거,5,2,남,rev,45,정당인,47.25,True,4.595119850134589,2
이대엽,경기,성남시,구시군의장선거,5,3,남,rem,75,,47.25,False,-2.26442602971492,1
박재만,경기,양주시,구시군의장선거,5,2,남,rev,47,정당인,47.25,False,1.9716303060175333,1
조길우,부산,동래구,구시군의장선거,5,1,남,con,66,정당인,47.25,True,,1
박한재,부산,동구,구시군의장선거,5,3,남,rem,49,,47.25,True,4.595119850134589,1
정윤열,경북,울릉군,구시군의장선거,5,1,남,con,67,,47.25,True,,1
홍성열,충북,증평군,구시군의장선거,5,2,남,rev,55,,47.25,True,4.595119850134589,3
주우열,부산,북구,구시군의장선거,5,3,남,rev,37,정당인,47.25,False,0.9616157336371199,1
유현규,강원,춘천시,구시군의장선거,5,3,남,rev,39,,47.25,False,-2.933317957008554,1
박경철,전북,익산시,구시군의장선거,5,3,남,rem,54,,47.25,False,0.33057916367225004,2
김무만,경남,합천군,구시군의장선거,5,3,남,rem,54,,47.25,False,-2.081078597271978,1
김형수,서울,영등포구,구시군의장선거,5,3,남,rem,62,,47.25,False,0.02569065594169798,3
김시환,충남,청양군,구시군의장선거,5,3,남,con,67,,47.25,False,0.8987052058697683,1
신준수,강원,고성군,구시군의장선거,5,3,남,rem,54,,47.25,False,-0.8729242067189049,1
유영훈,충북,진천군,구시군의장선거,5,2,남,rev,55,,47.25,True,4.595119850134589,3
고재만,경북,문경시,구시군의장선거,5,3,남,rem,55,,47.25,False,-1.0553920267907997,1
김만수,경기,부천시,구시군의장선거,5,2,남,rev,45,,47.25,True,4.595119850134589,2
윤주헌,충북,영동군,구시군의장선거,5,3,남,rem,59,정당인,47.25,False,0.8922955504407296,1
엄태항,경북,봉화군,구시군의장선거,5,3,남,rem,61,,47.25,False,1.1865381690848666,1
강철원,경기,의왕시,구시군의장선거,5,1,남,con,60,정당인,47.25,False,,3
김동일,부산,강서구,구시군의장선거,5,3,남,rem,48,,47.25,False,-0.5246133757166231,1
김영규,강원,태백시,구시군의장선거,5,3,남,rem,64,,47.25,False,-1.2235826393001612,1
신연희,서울,강남구,구시군의장선거,5,1,여,con,62,,47.25,True,,1
복기왕,충남,아산시,구시군의장선거,5,2,남,rev,42,정당인,47.25,True,4.595119850134589,1
박상길,경남,사천시,구시군의장선거,5,3,남,rem,46,,47.25,False,-2.5354597582314016,1
이선호,울산,울주군,구시군의장선거,5,3,남,rev,49,,47.25,False,-0.2834652734463733,1
양창호,서울,영등포구,구시군의장선거,5,1,남,con,42,정당인,47.25,False,,3
김형렬,대구,수성구,구시군의장선거,5,3,남,rem,51,,47.25,False,1.0552782808187715,1
김남웅,강원,양양군,구시군의장선거,5,2,남,rev,63,,47.25,False,-0.34438088944198914,1
박창원,광주,광산구,구시군의장선거,5,1,남,con,39,,47.25,False,,2
이철수,울산,중구,구시군의장선거,5,3,남,rem,63,,47.25,False,-1.786903126215486,1
박영길,경기,하남시,구시군의장선거,5,3,남,rem,68,,47.25,False,-2.8655279329060876,1
한영식,경기,안성시,구시군의장선거,5,3,남,rem,58,,47.25,False,-0.07228425343576297,1
임정엽,전북,완주군,구시군의장선거,5,2,남,rev,51,,47.25,True,,2
박지영,경기,화성시,구시군의장선거,5,3,남,rev,36,정당인,47.25,False,-1.2308184881219797,3
허구욱,경기,안성시,구시군의장선거,5,3,남,rem,43,,47.25,False,-3.0949468926402948,1
구연흥,충북,보은군,구시군의장선거,5,3,남,rem,69,정당인,47.25,False,-2.1465030749486576,1
김진옥,부산,강서구,구시군의장선거,5,2,남,rev,43,,47.25,False,0.5922574860035615,1
장기현,경기,연천군,구시군의장선거,5,2,남,rev,64,,47.25,False,0.09956845757212257,1
김학규,경기,용인시,구시군의장선거,5,2,남,rev,62,정당인,47.25,True,4.595119850134589,3
이완영,충북,단양군,구시군의장선거,5,3,남,rem,57,,47.25,False,-0.12195523969836125,1
오원옥,전남,목포시,구시군의장선거,5,3,남,rem,41,,47.25,False,-2.2141414964792863,2
정영석,경남,진주시,구시군의장선거,5,3,남,rem,63,,47.25,False,2.196487283172279,1
윤차원,충남,계룡시,구시군의장선거,5,3,남,con,56,,47.25,False,0.4251701791874967,1
이광형,전남,나주시,구시군의장선거,5,3,남,rem,55,,47.25,False,-1.033953908302991,2
김주영,경북,영주시,구시군의장선거,5,3,남,rem,61,,47.25,True,4.595119850134589,1
조용수,울산,중구,구시군의장선거,5,3,남,rem,57,,47.25,True,4.595119850134589,1
장욱현,경북,영주시,구시군의장선거,5,1,남,con,53,정당인,47.25,False,,1
한범덕,충북,청주시,구시군의장선거,5,2,남,rev,57,,47.25,True,4.595119850134589,1
강상섭,경기,의왕시,구시군의장선거,5,3,남,rem,63,,47.25,False,-0.9028421830567822,3
황종국,강원,고성군,구시군의장선거,5,3,남,rem,72,,47.25,True,4.595119850134589,1
김홍기,전북,무주군,구시군의장선거,5,3,남,rem,66,,47.25,False,0.7614355786116328,2
오규석,부산,기장군,구시군의장선거,5,3,남,rem,51,,47.25,True,4.595119850134589,1
이명흠,전남,장흥군,구시군의장선거,5,2,남,rev,61,정당인,47.25,True,,2
김영성,경남,창원시,구시군의장선거,5,3,남,rem,59,정당인,47.25,False,-3.1824122528350047,1
노경환,전북,익산시,구시군의장선거,5,3,남,rem,63,,47.25,False,-2.1411730109695317,2
안병해,부산,강서구,구시군의장선거,5,3,남,rem,53,,47.25,False,0.8036098813696012,1
정상원,부산,동래구,구시군의장선거,5,2,남,rev,47,정당인,47.25,False,0.7536038010319742,1
김수백,충북,보은군,구시군의장선거,5,1,남,con,61,정당인,47.25,False,,1
이태재,경남,거제시,구시군의장선거,5,3,남,rem,51,,47.25,False,-0.8939033936173939,1
안성규,경북,청도군,구시군의장선거,5,3,남,rem,58,정당인,47.25,False,-0.8141114253105244,1
조보훈,전남,순천시,구시군의장선거,5,2,남,rev,63,정당인,47.25,False,,2
이명흠,전남,장흥군,구시군의장선거,5,2,남,rev,61,정당인,47.25,True,,2
박용갑,전북,전주시,구시군의장선거,5,1,남,con,64,정당인,47.25,False,,2
정호조,강원,철원군,구시군의장선거,5,1,남,con,62,,47.25,True,,1
신장열,울산,울주군,구시군의장선거,5,1,남,con,57,,47.25,True,,1
서삼석,전남,무안군,구시군의장선거,5,2,남,rev,50,,47.25,True,,2
안성규,경북,청도군,구시군의장선거,5,3,남,rem,58,정당인,47.25,False,-0.8141114253105244,1
전경태,전남,구례군,구시군의장선거,5,3,남,rem,62,,47.25,False,2.4031216596569704,2
안호성,강원,삼척시,구시군의장선거,5,1,남,con,54,정당인,47.25,False,,1
정상철,강원,양양군,구시군의장선거,5,3,남,rem,64,,47.25,False,0.8419023203636058,1
최근우,강원,홍천군,구시군의장선거,5,2,남,rev,54,,47.25,False,-0.4549232303546658,1
이교범,경기,하남시,구시군의장선거,5,2,남,rev,58,정당인,47.25,True,4.595119850134589,1
배명수,부산,사하구,구시군의장선거,5,2,남,rev,67,정당인,47.25,False,0.63139627845782,1
복기왕,충남,아산시,구시군의장선거,5,2,남,rev,42,정당인,47.25,True,4.595119850134589,1
임호경,전남,화순군,구시군의장선거,5,3,남,rem,58,,47.25,False,4.595119850134589,2
신상해,부산,사상구,구시군의장선거,5,3,남,rem,53,,47.25,False,-0.05529894515493045,1
김종훈,울산,동구,구시군의장선거,5,3,남,rev,45,정당인,47.25,False,2.9060341306775244,1
박형배,전남,광양시,구시군의장선거,5,3,남,rev,43,정당인,47.25,False,-0.5817058119386058,2
남유진,경북,구미시,구시군의장선거,5,1,남,con,57,,47.25,True,,1
박영순,대전,대덕구,구시군의장선거,5,2,남,rev,45,정당인,47.25,False,1.940828133035616,1
김대동,전남,나주시,구시군의장선거,5,3,남,rem,64,,47.25,False,-0.7020882441545859,2
이성원,충남,연기군,구시군의장선거,5,3,남,rem,72,,47.25,False,-1.1526795099383855,1
김항곤,경북,성주군,구시군의장선거,5,1,남,con,58,정당인,47.25,True,,1
김영권,전북,남원시,구시군의장선거,5,3,남,rem,63,,47.25,False,2.3256274639446364,2
한기선,강원,동해시,구시군의장선거,5,3,남,rem,62,,47.25,False,0.042783260164867935,1
주우열,부산,북구,구시군의장선거,5,3,남,rev,37,정당인,47.25,False,0.9616157336371199,1
정호조,강원,철원군,구시군의장선거,5,1,남,con,62,,47.25,True,,1
김광직,충북,단양군,구시군의장선거,5,3,남,rev,48,정당인,47.25,False,-2.835909337175516,1
이규진,충남,연기군,구시군의장선거,5,1,남,con,60,정당인,47.25,False,,1
김경회,충북,진천군,구시군의장선거,5,3,남,rem,57,정당인,47.25,False,4.595119850134589,3
윤경여,충남,부여군,구시군의장선거,5,2,남,rev,60,,47.25,False,0.02416189087881403,1
유영록,경기,김포시,구시군의장선거,5,2,남,rev,47,정당인,47.25,True,4.595119850134589,3
김학기,강원,동해시,구시군의장선거,5,1,남,con,62,,47.25,True,,1
이위준,부산,연제구,구시군의장선거,5,3,남,rem,67,,47.25,True,4.595119850134589,1
박용갑,대전,중구,구시군의장선거,5,3,남,con,53,정당인,47.25,True,4.595119850134589,3
김수백,충북,보은군,구시군의장선거,5,1,남,con,61,정당인,47.25,False,,1
윤승호,전북,남원시,구시군의장선거,5,2,남,rev,56,,47.25,True,,2
박종덕,강원,강릉시,구시군의장선거,5,3,남,rem,61,,47.25,False,-1.0629957186029158,1
박신원,경기,오산시,구시군의장선거,5,3,남,con,64,정당인,47.25,False,0.267619625757748,2
임정엽,전북,완주군,구시군의장선거,5,2,남,rev,51,,47.25,True,,2
남무교,인천,연수구,구시군의장선거,5,1,남,con,68,,47.25,False,,1
김생기,전북,정읍시,구시군의장선거,5,2,남,rev,65,정당인,47.25,True,,2
정호조,강원,철원군,구시군의장선거,5,1,남,con,62,,47.25,True,,1
박정달,경남,남해군,구시군의장선거,5,1,남,con,55,정당인,47.25,False,,1
송광운,광주,북구,구시군의장선거,5,2,남,rev,56,,47.25,True,,2
구충곤,전남,화순군,구시군의장선거,7,1,남,rev,59,,74.43499999999997,True,,2
김희수,전북,전주시,구시군의장선거,5,3,남,rem,57,,47.25,False,4.595119850134589,2
오성규,인천,계양구,구시군의장선거,6,1,남,con,60,정당인,51.225,False,-0.3822361623540751,2
한기남,충남,서산시,구시군의장선거,6,2,남,rem,45,,51.225,False,,1
안병용,경기,의정부시,구시군의장선거,7,1,남,rev,62,,74.43499999999997,True,,3
남무교,인천,연수구,구시군의장선거,5,1,남,con,68,,47.25,False,,1
박천동,울산,북구,구시군의장선거,7,2,남,con,52,,74.43499999999997,False,,1
심재학,강원,춘천시,구시군의장선거,5,3,남,rem,47,정당인,47.25,False,-3.0048206632907815,1
이종율,강원,양양군,구시군의장선거,7,1,남,rev,56,정당인,74.43499999999997,False,,1
나동연,경남,양산시,구시군의장선거,6,1,남,con,58,,51.225,True,0.14292596024911872,1
김양수,전남,장성군,구시군의장선거,5,2,남,rev,59,정당인,47.25,True,,2
김기조,인천,옹진군,구시군의장선거,6,3,남,rem,50,,51.225,False,-0.9676481610302544,1
송재욱,경남,김해시,구시군의장선거,7,3,남,rem,59,,74.43499999999997,False,,2
김규봉,경기,안양시,구시군의장선거,5,3,남,rem,54,,47.25,False,-3.313511834169796,2
서맹종,경남,통영시,구시군의장선거,7,3,남,rem,66,,74.43499999999997,False,,1
박춘희,서울,송파구,구시군의장선거,5,1,여,con,55,,47.25,True,,1
남한권,경북,울릉군,구시군의장선거,7,3,남,rem,58,,74.43499999999997,False,,1
문병권,서울,중랑구,구시군의장선거,5,1,남,con,60,,47.25,True,,3
송영진,경기,남양주시,구시군의장선거,7,3,남,rem,57,정당인,74.43499999999997,False,,2
김미화,광주,동구,구시군의장선거,6,3,여,rev,37,,51.225,False,-2.076109082224716,2
송광운,광주,북구,구시군의장선거,6,2,남,rem,60,,51.225,True,,2
최기택,충남,당진군,구시군의장선거,5,3,남,rem,50,,47.25,False,-1.7396689191543233,1
신준희,충남,보령시,구시군의장선거,5,1,남,con,72,,47.25,False,,1
주정우,경남,창원시,구시군의장선거,5,3,남,rem,69,,47.25,False,-4.537909717417757,1
김보연,서울,마포구,구시군의장선거,6,3,여,rev,35,정당인,51.225,False,-2.9771130978421163,2
조병옥,충북,음성군,구시군의장선거,7,1,남,rev,60,정당인,74.43499999999997,True,,3
이홍규,전북,김제시,구시군의장선거,5,3,남,rev,49,정당인,47.25,False,-1.2656600249512238,2
유종필,서울,관악구,구시군의장선거,5,2,남,rev,52,정당인,47.25,True,4.595119850134589,2
송명호,경기,평택시,구시군의장선거,5,1,남,con,54,,47.25,False,,1
최창준,서울,성동구,구시군의장선거,6,3,남,rev,59,정당인,51.225,False,-3.372422163394395,2
김종규,전북,부안군,구시군의장선거,7,3,남,rem,66,,74.43499999999997,False,,2
김학영,전남,고흥군,구시군의장선거,6,3,남,rem,61,,51.225,False,-1.8012734402031358,2
최명희,강원,강릉시,구시군의장선거,6,1,남,con,59,,51.225,True,0.6862968058678596,1
김찬구,경기,광주시,구시군의장선거,5,3,남,rem,46,,47.25,False,-2.537739055522311,1
이해동,부산,연제구,구시군의장선거,7,2,남,con,63,정당인,74.43499999999997,False,,1
김종규,경남,창녕군,구시군의장선거,5,3,남,rem,61,,47.25,False,-0.8081414125210498,1
박성일,전북,완주군,구시군의장선거,6,3,남,rem,59,,51.225,True,-0.05716608017057435,2
하태호,경남,고성군,구시군의장선거,5,3,남,rem,50,,47.25,False,-0.4019198250113412,1
권상섭,부산,기장군,구시군의장선거,7,3,남,con,70,정당인,74.43499999999997,False,,1
강현석,경기,고양시,구시군의장선거,5,1,남,con,57,,47.25,False,,2
김희수,전북,전주시,구시군의장선거,5,3,남,rem,57,,47.25,False,4.595119850134589,2
윤영식,경북,예천군,구시군의장선거,5,3,남,rem,51,,47.25,False,-0.1434659070744986,1
김태석,부산,사하구,구시군의장선거,7,1,남,rev,60,정당인,74.43499999999997,True,,1
김영배,서울,성북구,구시군의장선거,6,2,남,rem,47,,51.225,False,,2
남해진,대구,중구,구시군의장선거,5,3,남,rem,53,,47.25,False,-1.3378310665996769,1
이상춘,강원,영월군,구시군의장선거,6,3,남,rem,75,,51.225,False,-3.8237402839302366,1
김대영,강원,양구군,구시군의장선거,6,3,남,rem,61,,51.225,False,-0.1133495950917378,1
주점욱,경남,함안군,구시군의장선거,6,3,남,rem,45,,51.225,False,-2.294968954397922,1
우화성,서울,종로구,구시군의장선거,6,3,남,rem,57,,51.225,False,-4.950835624310965,3
안병해,부산,강서구,구시군의장선거,5,3,남,rem,53,,47.25,False,0.8036098813696012,1
정재영,경남,합천군,구시군의장선거,7,1,남,rev,54,,74.43499999999997,False,,1
장경록,전남,강진군,구시군의장선거,6,3,남,rem,58,,51.225,False,-1.0067082153065534,2
김성제,경기,의왕시,구시군의장선거,5,2,남,rev,50,정당인,47.25,True,4.595119850134589,3
김건수,대구,달성군,구시군의장선거,5,3,남,rev,53,정당인,47.25,False,-1.418807760855845,1
이선호,울산,울주군,구시군의장선거,5,3,남,rev,49,,47.25,False,-0.2834652734463733,1
최백규,인천,남구,구시군의장선거,6,1,남,con,46,정당인,51.225,False,-0.03695090704836674,1
김삼호,광주,광산구,구시군의장선거,7,1,남,rev,52,정당인,74.43499999999997,True,,2
이위준,부산,연제구,구시군의장선거,6,1,남,con,71,,51.225,True,0.29386047012052485,1
정용회,전북,군산시,구시군의장선거,6,1,남,con,61,정당인,51.225,False,-2.190225226114777,2
이흥수,인천,동구,구시군의장선거,5,1,남,con,49,,47.25,False,,1
허성무,경남,창원시,구시군의장선거,7,1,남,rev,54,,74.43499999999997,True,,1
허규,인천,중구,구시군의장선거,5,3,남,rem,61,,47.25,False,-2.6969333609958706,1
이양호,경북,구미시,구시군의장선거,7,2,남,con,59,정당인,74.43499999999997,False,,1
장학웅,전북,부안군,구시군의장선거,5,1,남,con,62,,47.25,False,,2
조길형,서울,영등포구,구시군의장선거,7,3,남,rem,61,,74.43499999999997,False,,3
복기왕,충남,아산시,구시군의장선거,5,2,남,rev,42,정당인,47.25,True,4.595119850134589,1
홍승채,전북,순창군,구시군의장선거,7,3,남,rev,57,,74.43499999999997,False,,2
조규일,경남,진주시,구시군의장선거,7,2,남,con,53,,74.43499999999997,True,,1
이수환,강원,철원군,구시군의장선거,5,3,남,rem,63,,47.25,False,-1.135241794122912,1
김종규,전북,부안군,구시군의장선거,7,3,남,rem,66,,74.43499999999997,False,,2
박홍엽,서울,용산구,구시군의장선거,7,3,남,con,75,,74.43499999999997,False,,1
이창우,서울,동작구,구시군의장선거,7,1,남,rev,47,,74.43499999999997,True,,3
지용훈,서울,용산구,구시군의장선거,5,1,남,con,49,정당인,47.25,False,,1
김승규,전남,신안군,구시군의장선거,6,3,남,rem,58,,51.225,False,-0.6413947264266477,2
이병환,경북,성주군,구시군의장선거,7,2,남,con,59,정당인,74.43499999999997,True,,1
강광,전북,정읍시,구시군의장선거,7,3,남,rem,81,,74.43499999999997,False,,2
황보승희,부산,영도구,구시군의장선거,7,2,여,con,41,정당인,74.43499999999997,False,,1
강범석,인천,서구,구시군의장선거,6,1,남,con,48,정당인,51.225,True,0.02711826919692509,3
안재호,충남,금산군,구시군의장선거,5,3,남,rem,45,,47.25,False,-1.5968280284466607,1
이승훈,충북,청주시,구시군의장선거,6,1,남,con,59,정당인,51.225,True,0.051752693232615374,1
유승우,부산,서구,구시군의장선거,7,3,남,rem,53,,74.43499999999997,False,,1
이인호,전남,목포시,구시군의장선거,5,3,남,rem,46,,47.25,False,-2.8580300037091235,2
권민호,경남,거제시,구시군의장선거,5,1,남,con,54,정당인,47.25,True,,1
임광원,경북,울진군,구시군의장선거,6,1,남,con,63,,51.225,True,0.09674576907068906,1
고남종,충남,예산군,구시군의장선거,6,3,남,rem,58,,51.225,False,-0.5883999607519881,1
정형택,광주,북구,구시군의장선거,5,3,남,rev,45,정당인,47.25,False,-0.5304225163379073,2
임병택,경기,시흥시,구시군의장선거,7,1,남,rev,43,정당인,74.43499999999997,True,,2
전경태,전남,구례군,구시군의장선거,6,3,남,rem,66,,51.225,False,-0.5737326967913242,2
강인규,전남,나주시,구시군의장선거,7,1,남,rev,63,,74.43499999999997,True,,2
구본영,충남,천안시,구시군의장선거,7,1,남,rev,65,,74.43499999999997,True,,2
신현국,경북,문경시,구시군의장선거,5,3,남,rem,58,,47.25,True,4.595119850134589,1
조경곤,인천,서구,구시군의장선거,7,3,남,rem,51,,74.43499999999997,False,,3
강성종,전남,신안군,구시군의장선거,5,2,남,rev,62,정당인,47.25,False,,2
성용재,광주,남구,구시군의장선거,5,1,남,con,62,,47.25,False,,2
심정우,전남,여수시,구시군의장선거,7,2,남,con,58,,74.43499999999997,False,,2
이민근,경기,안산시,구시군의장선거,7,2,남,con,49,,74.43499999999997,False,,2
이교식,충남,아산시,구시군의장선거,6,1,남,con,60,정당인,51.225,False,-0.318293841365985,1
송숙희,부산,사상구,구시군의장선거,5,1,여,con,51,정당인,47.25,True,,1
양해경,경기,용인시,구시군의장선거,6,2,여,rem,60,,51.225,False,,3
변지량,강원,춘천시,구시군의장선거,5,2,남,rev,51,정당인,47.25,False,0.9375861008945428,1
이우경,경북,경산시,구시군의장선거,5,1,남,con,60,정당인,47.25,False,,1
정원오,서울,성동구,구시군의장선거,7,1,남,rev,49,,74.43499999999997,True,,2
박형우,인천,계양구,구시군의장선거,5,2,남,rev,52,정당인,47.25,True,4.595119850134589,2
한현택,대전,동구,구시군의장선거,5,3,남,con,54,정당인,47.25,True,4.595119850134589,1
장영하,경기,성남시,구시군의장선거,7,3,남,con,60,,74.43499999999997,False,,1
임병택,경기,시흥시,구시군의장선거,7,1,남,rev,43,정당인,74.43499999999997,True,,2
이동환,경기,고양시,구시군의장선거,7,2,남,con,52,정당인,74.43499999999997,False,,2
고재득,서울,성동구,구시군의장선거,5,2,남,rev,64,정당인,47.25,True,4.595119850134589,2
은수미,경기,성남시,구시군의장선거,7,1,여,rev,54,정당인,74.43499999999997,True,,1
박완수,경남,창원시,구시군의장선거,5,1,남,con,54,,47.25,True,,1
정진우,부산,북구,구시군의장선거,6,2,남,rem,46,,51.225,False,,1
김훈,서울,금천구,구시군의장선거,5,3,남,con,54,,47.25,False,-1.7979360072581343,2
이경수,경기,과천시,구시군의장선거,6,3,남,rem,55,,51.225,False,-1.4833997849972549,3
박성민,울산,중구,구시군의장선거,6,1,남,con,55,,51.225,True,0.4702259810895068,1
이재명,경기,성남시,구시군의장선거,6,2,남,rem,49,,51.225,True,,1
정종해,전남,보성군,구시군의장선거,6,2,남,rem,67,,51.225,False,,2
여인국,경기,과천시,구시군의장선거,5,1,남,con,54,,47.25,True,,3
박청정,경남,통영시,구시군의장선거,6,3,남,rem,71,,51.225,False,-2.44183141363077,1
이수영,경남,하동군,구시군의장선거,6,3,남,rem,46,,51.225,False,-1.4296688884899666,1
유승우,부산,서구,구시군의장선거,7,3,남,rem,53,,74.43499999999997,False,,1
김종규,전북,부안군,구시군의장선거,5,3,남,rem,58,,47.25,False,4.595119850134589,2
안병호,전남,함평군,구시군의장선거,5,2,남,rev,62,,47.25,True,,2
이갑형,경북,영양군,구시군의장선거,6,3,남,rem,60,,51.225,False,-0.09185609855709234,1
이석래,강원,평창군,구시군의장선거,6,2,남,rem,57,,51.225,False,,1
김명기,강원,횡성군,구시군의장선거,6,3,남,rem,62,,51.225,False,-0.8406865355096959,1
권명호,울산,동구,구시군의장선거,7,2,남,con,57,,74.43499999999997,False,,1
김동일,충남,보령시,구시군의장선거,5,3,남,rem,61,,47.25,False,0.17417302823004946,1
변지량,강원,춘천시,구시군의장선거,5,2,남,rev,51,정당인,47.25,False,0.9375861008945428,1
김성,전남,장흥군,구시군의장선거,6,3,남,rem,54,,51.225,True,-0.6874404882609538,2
박윤국,경기,포천시,구시군의장선거,7,1,남,rev,62,정당인,74.43499999999997,True,,1
김용한,경기,평택시,구시군의장선거,5,3,남,rev,54,,47.25,False,-1.1632080313716873,1
김문원,경기,의정부시,구시군의장선거,5,3,남,rem,69,,47.25,False,-0.35503781045248184,3
신오동,부산,북구,구시군의장선거,6,3,남,rem,53,,51.225,False,-2.501145102953775,1
강범석,인천,서구,구시군의장선거,7,2,남,con,52,,74.43499999999997,False,,3
현삼식,경기,양주시,구시군의장선거,5,1,남,con,62,정당인,47.25,True,,1
정찬민,경기,용인시,구시군의장선거,7,2,남,con,60,,74.43499999999997,False,,3
이필용,충북,음성군,구시군의장선거,6,1,남,con,52,,51.225,True,0.3134907634811686,3
이태섭,경기,화성시,구시군의장선거,5,1,남,con,67,정당인,47.25,False,,3
이인호,전남,목포시,구시군의장선거,5,3,남,rem,46,,47.25,False,-2.8580300037091235,2
채현병,충남,홍성군,구시군의장선거,7,3,남,con,69,,74.43499999999997,False,,1
김정헌,인천,중구,구시군의장선거,7,2,남,con,52,정당인,74.43499999999997,False,,1
김성은,서울,종로구,구시군의장선거,5,3,여,rem,44,,47.25,False,-2.7705726580834398,3
이정우,전남,해남군,구시군의장선거,7,3,남,rem,58,,74.43499999999997,False,,2
윤차원,충남,계룡시,구시군의장선거,6,3,남,rem,60,,51.225,False,-1.5047024749313935,1
김연선,서울,중구,구시군의장선거,6,3,여,rem,58,,51.225,False,-3.1490963719933016,2
박웅두,전남,곡성군,구시군의장선거,7,3,남,rev,49,,74.43499999999997,False,,2
윤영식,경북,예천군,구시군의장선거,5,3,남,rem,51,,47.25,False,-0.1434659070744986,1
박창원,광주,광산구,구시군의장선거,5,1,남,con,39,,47.25,False,,2
황승일,경북,영덕군,구시군의장선거,6,3,남,rem,56,,51.225,False,-3.004915676893168,1
권종수,서울,마포구,구시군의장선거,5,1,남,con,60,정당인,47.25,False,,2
김동일,충남,보령시,구시군의장선거,6,1,남,con,65,정당인,51.225,True,-0.0023116386801847635,1
정기철,서울,동작구,구시군의장선거,6,3,남,rem,47,,51.225,False,-4.456251928202767,3
조찬용,경남,합천군,구시군의장선거,7,3,남,con,63,,74.43499999999997,False,,1
최대호,경기,안양시,구시군의장선거,6,2,남,rem,55,,51.225,False,,2
홍광문,강원,철원군,구시군의장선거,5,2,남,rev,54,,47.25,False,2.7126649765471567,1
이성호,경기,양주시,구시군의장선거,6,2,남,rem,56,정당인,51.225,False,,1
조성천,대전,서구,구시군의장선거,7,2,남,con,48,,74.43499999999997,False,,2
이홍기,경남,거창군,구시군의장선거,6,1,남,con,55,,51.225,True,0.22608277844215705,1
원정희,부산,금정구,구시군의장선거,6,1,남,con,60,,51.225,True,0.8909443201799621,1
이갑형,경북,영양군,구시군의장선거,6,3,남,rem,60,,51.225,False,-0.09185609855709234,1
